Country;Region;Year;URL;Title;Note;Class;Rating;Maturity
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1994 St. Julien / Pauillac / St. Estephe;85C;Above-average;85;Caution, may be too old
Germany;Germany - Mosel Saar Ruwer;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;2006 Germany: Mosel-Saar-Ruwer;95I;Outstanding;95;Irregular, even among the best wines
France;France - Champagne;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=France&region[]=Champagne;2011 Champagne;79E;Average;79;Early maturing and accessible
France;France - Bordeaux: Barsac / Sauternes;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;2008 Barsac / Sauternes;89R;Above-average;89;Ready to drink
Italy;Italy - Tuscany: Brunello di Montalcino;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;2005 Italy:  Tuscany (Brunello di Montalcino);79R;Average;79;Ready to drink
France;France - Champagne;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=France&region[]=Champagne;1998 Champagne;93R;Outstanding;93;Ready to drink
USA;USA - North Coast;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;2010 Calif N Coast Zinfandel;90R;Outstanding;90;Ready to drink
Germany;Germany - Rheinhessen;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1994 Germany: Rhine (Riesling);87R;Above-average;87;Ready to drink
Italy;Italy - Tuscany: Bolgheri;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;2003 Italy:  Tuscany  (Bolgheri);85C;Above-average;85;Caution, may be too old
France;France - Bordeaux: Graves / Pessac Leognan;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1994 Graves;88E;Above-average;88;Early maturing and accessible
France;France - Burgundy: Cote de Nuits;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1979 Cote de Nuits (red);77C;Average;77;Caution, may be too old
Germany;Germany - Rheinhessen;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1975 Germany: Rhine (Riesling);92R;Outstanding;92;Ready to drink
Italy;Italy - Trentino-Alto Adige;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;2005 Italy: Trentino-Alto Adige;88C;Above-average;88;Caution, may be too old
Italy;Italy - Tuscany: Chianti;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Italy&region[]=Tuscany&location[]=Chianti%20Classico;2009 Italy:  Tuscany (Chianti Classico);92R;Outstanding;92;Ready to drink
Austria;Austria;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;1994 Austria (Riesling & Grüner Veltliner);87C;Above-average;87;Caution, may be too old
France;France - Bordeaux: Graves / Pessac Leognan;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;2012 Graves;91E;Outstanding;91;Early maturing and accessible
USA;USA;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"2002 Washington
Cabernet Sauvignon and Syrah";89R;Above-average;89;Ready to drink
France;France - Burgundy;1986;https://www.robertparker.com//search/wines?vintage=1986&country[]=France&region[]=Burgundy&color_class[]=White;1986 White Burgundy;82C;Above-average;82;Caution, may be too old
USA;USA - North Coast;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1996 Calif N Coast Cabernet Sauvignon;90T;Outstanding;90;Still tannic, youthful, or slow to mature
Australia;Australia - Western Australia;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=Australia&region[]=Western%20Australia;2002 Western Australia;90R;Outstanding;90;Ready to drink
USA;USA - North Coast;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1990 Calif N Coast Chardonnay;90C;Outstanding;90;Caution, may be too old
France;France - Burgundy: Beaujolais;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=France&region[]=Burgundy&region[]=Beaujolais;2007 Beaujolais;85R;Above-average;85;Ready to drink
Germany;Germany - Mosel Saar Ruwer;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1991 Germany: Mosel-Saar-Ruwer;88R;Above-average;88;Ready to drink
Germany;Germany;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=Germany&variety[]=Pinot%20Noir&variety[]=Sp%C3%A4tburgunder;2006 Germany: Pinot Noir / Spätburgunder;89R;Above-average;89;Ready to drink
France;France - Burgundy: Cote de Nuits;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1975 Cote de Nuits (red);50C;Appalling;50;Caution, may be too old
France;France - Rhone: Cote Rotie / Hermitage;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=France&region[]=Rh%C3%B4ne&location[]=Northern%20Rh%C3%B4ne&locale[]=Cote%20Rotie&locale[]=Hermitage;"2003 Northern Rhone
Cote Rotie / Hermitage";96R;Extraordinary;96;Ready to drink
France;France - Rhone: Cote Rotie / Hermitage;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Rh%C3%B4ne&location[]=Northern%20Rh%C3%B4ne&locale[]=Cote%20Rotie&locale[]=Hermitage;"1991 Northern Rhone
Cote Rotie / Hermitage";92R;Outstanding;92;Ready to drink
Portugal;Portugal;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=Portugal&dryness[]=Dry;2008 Portugal dry wines;90E;Outstanding;90;Early maturing and accessible
France;France - Burgundy: Cote de Beaune;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;2005 Cote de Beaune (red);96T;Extraordinary;96;Still tannic, youthful, or slow to mature
France;France - Alsace;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=France&region[]=Alsace;1982 Alsace;82C;Above-average;82;Caution, may be too old
France;France - Bordeaux: Margaux;1970;https://www.robertparker.com//search/wines?vintage=1970&country[]=France&region[]=Bordeaux&location[]=Margaux;1970 Margaux;85R;Above-average;85;Ready to drink
France;France - Rhone: Chateauneuf du Pape;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"2006 Southern Rhone
Chateauneuf du Pape";92R;Outstanding;92;Ready to drink
Portugal;Portugal;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=Portugal&type[]=Fortified;1985 Portugal Vintage Port;92R;Outstanding;92;Ready to drink
Portugal;Portugal;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=Portugal&type[]=Fortified;1992 Portugal Vintage Port;95E;Outstanding;95;Early maturing and accessible
USA;USA - Central Coast: Paso Robles;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=San%20Luis%20Obispo%20County&site[]=Paso%20Robles;"2006 California
Central Coast:Paso Robles";92E;Outstanding;92;Early maturing and accessible
Italy;Italy - Friuli Venezia Giulia: Collio;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2008 Italy: Friuli (Collio);91C;Outstanding;91;Caution, may be too old
Portugal;Portugal;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=Portugal&type[]=Fortified;1971 Portugal Vintage Port;NV;Not yet sufficiently tasted to rate;;
France;France - Bordeaux: Graves / Pessac Leognan;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1981 Graves;84R;Above-average;84;Ready to drink
USA;USA - North Coast;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1985 Calif N Coast Cabernet Sauvignon;90T;Outstanding;90;Still tannic, youthful, or slow to mature
USA;USA - North Coast;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;2011 Calif N Coast Chardonnay;88I;Above-average;88;Irregular, even among the best wines
Australia;Australia - South Australia: Barossa / McLaren Vale;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;2012 South Australia: Barossa / McLaren Vale;94T;Outstanding;94;Still tannic, youthful, or slow to mature
France;France - Burgundy: Beaujolais;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=France&region[]=Burgundy&region[]=Beaujolais;1979 Beaujolais;80C;Above-average;80;Caution, may be too old
France;France - Champagne;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=France&region[]=Champagne;1997 Champagne;90I;Outstanding;90;Irregular, even among the best wines
Australia;Australia - New South Wales;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=Australia&region[]=New%20South%20Wales;2015 Australia New South Wales;89I;Above-average;89;Irregular, even among the best wines
Italy;Italy - Piedmont: Barolo;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=Italy&region[]=Piedmont&location[]=Barolo;2007 Italy:  Piedmont (Barolo);95T;Outstanding;95;Still tannic, youthful, or slow to mature
Austria;Austria;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;1991 Austria (Riesling & Grüner Veltliner);84C;Above-average;84;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;2006 Italy:  Piedmont (Barbaresco);95T;Outstanding;95;Still tannic, youthful, or slow to mature
Italy;Italy - Piedmont: Barolo;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=Italy&region[]=Piedmont&location[]=Barolo;1988 Italy:  Piedmont (Barolo);90R;Outstanding;90;Ready to drink
Australia;Australia - Western Australia;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=Australia&region[]=Western%20Australia;1997 Western Australia;87R;Above-average;87;Ready to drink
USA;USA - North Coast;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1975 Calif N Coast Cabernet Sauvignon;85R;Above-average;85;Ready to drink
USA;USA - North Coast;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;2002 Calif N Coast Cabernet Sauvignon;95E;Outstanding;95;Early maturing and accessible
USA;USA - North Coast;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1979 Calif N Coast Chardonnay;83C;Above-average;83;Caution, may be too old
France;France - Bordeaux: Margaux;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=France&region[]=Bordeaux&location[]=Margaux;2011 Margaux;87E;Above-average;87;Early maturing and accessible
Italy;Italy - Friuli Venezia Giulia: Collio;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2010 Italy: Friuli (Collio);94R;Outstanding;94;Ready to drink
Italy;Italy - Tuscany: Chianti;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=Italy&region[]=Tuscany&location[]=Chianti%20Classico;1975 Italy:  Tuscany (Chianti Classico);92R;Outstanding;92;Ready to drink
Italy;Italy - Piedmont: Barolo;1989;https://www.robertparker.com//search/wines?vintage=1989&country[]=Italy&region[]=Piedmont&location[]=Barolo;1989 Italy:  Piedmont (Barolo);97T;Extraordinary;97;Still tannic, youthful, or slow to mature
Italy;Italy - Tuscany: Bolgheri;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;1988 Italy:  Tuscany  (Bolgheri);90R;Outstanding;90;Ready to drink
Spain;Spain - Castilla Leon: Ribera Del Duero;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;2013 Spain:  Ribera del Duero;90I;Outstanding;90;Irregular, even among the best wines
France;France - Bordeaux: St Emilion;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Bordeaux&location[]=Saint-%C3%89milion;2006 St. Emilion;88E;Above-average;88;Early maturing and accessible
Spain;Spain - Castilla Leon: Ribera Del Duero;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;2003 Spain:  Ribera del Duero;88I;Above-average;88;Irregular, even among the best wines
Australia;Australia - South Australia: Barossa / McLaren Vale;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;2011 South Australia: Barossa / McLaren Vale;79I;Average;79;Irregular, even among the best wines
France;France - Burgundy;1976;https://www.robertparker.com//search/wines?vintage=1976&country[]=France&region[]=Burgundy&color_class[]=White;1976 White Burgundy;86C;Above-average;86;Caution, may be too old
France;France - Rhone: Chateauneuf du Pape;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1975 Southern Rhone
Chateauneuf du Pape";60C;Below-average;60;Caution, may be too old
New Zealand;New Zealand;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=New%20Zealand;2009 New Zealand;89R;Above-average;89;Ready to drink
France;France - Bordeaux: Pomerol;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=France&region[]=Bordeaux&location[]=Pomerol;2010 Pomerol;95T;Outstanding;95;Still tannic, youthful, or slow to mature
Italy;Italy - Tuscany: Bolgheri;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;2009 Italy:  Tuscany  (Bolgheri);97R;Extraordinary;97;Ready to drink
USA;USA - North Coast;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1982 Calif N Coast Cabernet Sauvignon;86R;Above-average;86;Ready to drink
USA;USA - Willamette Valley;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=USA&region[]=Oregon&location[]=Willamette%20Valley&variety[]=Pinot%20Noir;2011 Oregon: Willamette Valley Pinot Noir;90R;Outstanding;90;Ready to drink
USA;USA;1983;https://www.robertparker.com//search/wines?vintage=1983&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"1983 Washington
Cabernet Sauvignon and Syrah";92R;Outstanding;92;Ready to drink
